level1,level2,level3,level4,level5,level6,ru,abstract,counts,also,correlated,anti-correlated,description
,,"Accelerating, revving, vroom",,,,"Ускорение, обороты, вжух",False,"57,18,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,"{""Clatter"": ""0.74"", ""Whir"": ""0.70"", ""Medium engine (mid frequency)"": ""0.70"", ""Car"": ""0.60"", ""Race car, auto racing"": ""0.54"", ""Vehicle"": ""0.53"", ""Car passing by"": ""0.52"", ""Motor vehicle (road)"": ""0.50"", ""Tire squeal"": ""0.45"", ""Heavy engine (low frequency)"": ""0.43"", ""Motorcycle"": ""0.39"", ""Idling"": ""0.35"", ""Truck"": ""0.31""}",{},"The sound made by the engine of a vehicle undergoing acceleration, usually involving an increase in loudness and a rising pitch."
,"Domestic sounds, home sounds",,,,,,True,,,,,Sounds that suggest they have been recorded in the home.
,,Door,,,,Дверь,False,"299,40,9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0",,"{""Cupboard open or close"": ""0.43"", ""Thunk"": ""0.37"", ""Inside, large room or hall"": ""0.35"", ""Drawer open or close"": ""0.31""}",{},Sounds of a moving structure used to open or close an entrance to an enclosed space such as a building or vehicle.
,,,Doorbell,,,Дверной звонок,False,"58,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","""Sounds of things/Alarm/Doorbell""",{},{},The sound of a signaling device typically placed near a building's entrance with which a visitor can announce their presence to occupants.
,,,,Ding-dong,,Динь-дон,False,"205,21,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0","""Sounds of things/Alarm/Doorbell/Ding-dong""","{""Glockenspiel"": ""0.59"", ""Jingle, tinkle"": ""0.56"", ""Mallet percussion"": ""0.55"", ""Marimba, xylophone"": ""0.51"", ""Ding"": ""0.41""}",{},A multi-tone chime made by a doorbell.
,,,Sliding door,,,Раздвижная дверь,False,"63,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,"{""Cupboard open or close"": ""0.40"", ""Drawer open or close"": ""0.39"", ""Inside, large room or hall"": ""0.36"", ""Slam"": ""0.33""}",{},"The sound of a type of door which opens horizontally by sliding, usually parallel to a wall."
,,,Slam,,,Хлопок,False,"56,14,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0",,"{""Thump, thud"": ""0.49"", ""Inside, large room or hall"": ""0.39"", ""Basketball bounce"": ""0.37"", ""Sliding door"": ""0.33"", ""Bouncing"": ""0.30""}",{},The sound of a door or other hinged cover being closed violently.
,,,Knock,,,Стук,False,"96,24,7,2,4,2,0,1,0,0,2,0,0,1,0,0,0,0,0","""Source-ambiguous sounds/Generic impact sounds/Knock""",{},{},"A sharp noise of a rigid surface being struck, usually without damage and deliberately, most often with the knuckles of the hand."
,,,Tap,,,Тап,False,"53,16,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","""Source-ambiguous sounds/Generic impact sounds/Tap""","{""Ping"": ""0.69"", ""Thump, thud"": ""0.51"", ""Shuffle"": ""0.46"", ""Arrow"": ""0.44"", ""Clapping"": ""0.42"", ""Inside, large room or hall"": ""0.36"", ""Thunk"": ""0.31"", ""Bouncing"": ""0.30""}",{},"The sound of a light collision between a rigid object and a rigid surface, for instance to deliberately attract attention."
,,,Squeak,,,Скрип,False,"19,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0","""Source-ambiguous sounds/Onomatopoeia/Brief tone/Squeak""",{},{},"A short, high-pitched noise without a sharp attack."
,,Cupboard open or close,,,,Открытие или закрытие шкафа,False,"162,29,3,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0",,"{""Drawer open or close"": ""0.44"", ""Door"": ""0.43"", ""Sliding door"": ""0.40""}",{},The sound of the door to a storage cabinet being opened or closed.
,,Drawer open or close,,,,Открытие или закрытие ящика,False,"593,159,63,21,9,6,2,1,1,0,0,0,0,0,0,0,0,0,0",,"{""Cupboard open or close"": ""0.44"", ""Sliding door"": ""0.39"", ""Door"": ""0.31""}",{},The sound of the opening or closing of a box-shaped container that fits into a piece of furniture in such a way that it can be drawn out horizontally to reach its contents.
,,"Dishes, pots, and pans",,,,"Посуда, кастрюли и сковородки",False,"892,363,184,118,65,49,18,18,7,3,3,0,1,0,0,0,0,0,0",,"{""Cutlery, silverware"": ""0.96"", ""Glass"": ""0.34"", ""Chink, clink"": ""0.31""}",{},"The sound of non-destructive collisions between plates, dishes, glassware, cooking vessels, and kitchen and eating utensils."
,,"Cutlery, silverware",,,,"Столовые приборы, столовое серебро",False,"724,266,134,79,52,22,18,8,3,2,2,0,0,0,0,0,0,0,0",,"{""Dishes, pots, and pans"": ""0.96"", ""Glass"": ""0.34"", ""Chink, clink"": ""0.30""}",{},"The sounds of hand implements such as knife, fork, and spoon, that are typically made of steel and are used in preparing, serving, and eating food in the Western world."
,,Chopping (food),,,,Резка (еда),False,"546,105,30,11,4,3,3,2,1,2,1,0,0,0,0,0,0,0,0",,"{""Chop"": ""0.39""}",{},The sound of cutting ingredients into pieces with a knife or similar blade tool.
,,Frying (food),,,,Жарка (еда),False,"142,69,47,33,16,25,16,17,11,11,7,2,4,2,0,1,0,0,0",,"{""Sizzle"": ""0.94"", ""Stir"": ""0.84""}",{},The sound of cooking food in oil or another fat.
,,Microwave oven,,,,Микроволновая печь,False,"90,26,7,3,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0",,"{""Mechanical fan"": ""0.32""}",{},"Sounds made by a kitchen appliance that heats food by exposing it to microwave radiation, including the noise of the fan, rotation mechanism, and microwave source, as well as the alert sound used to indicate that cooking is complete."
,,Blender,,,,Блендер,False,"60,18,8,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0",,{},{},"The sound of a kitchen and laboratory appliance used to mix, purée, or emulsify food and other substances, usually by means of metal blades at the base of a container spun rapidly by an electric motor."
,,"Water tap, faucet",,,,"Водопроводный кран, смеситель",False,"202,54,16,9,9,3,1,0,1,0,0,0,0,0,0,0,0,0,0",,"{""Sink (filling or washing)"": ""0.96"", ""Water"": ""0.81"", ""Fill (with liquid)"": ""0.50"", ""Bathtub (filling or washing)"": ""0.50"", ""Liquid"": ""0.36""}",{},"The sound of a hand-operated valve controlling the release of water, for instance as fitted to a sink or bath, and the resulting water flow."
,,Sink (filling or washing),,,,Раковина (наполнение или мытье),False,"138,38,11,3,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0",,"{""Water tap, faucet"": ""0.96"", ""Water"": ""0.76"", ""Fill (with liquid)"": ""0.45"", ""Bathtub (filling or washing)"": ""0.42"", ""Liquid"": ""0.31""}",{},"Sounds originating from a bowl-shaped plumbing fixture that stores and drains water and that is used for washing hands, dishwashing, and other purposes."
,,Bathtub (filling or washing),,,,Ванна (наполнение или мытье),False,"98,22,13,6,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0",,"{""Water tap, faucet"": ""0.50"", ""Water"": ""0.46"", ""Sink (filling or washing)"": ""0.42""}",{},Sounds originating from a large container for holding water in which a person may bathe.
,,Hair dryer,,,,Фен,False,"68,25,13,7,5,1,2,1,1,1,0,0,1,0,1,0,0,0,0",,"{""Vacuum cleaner"": ""0.35""}",{},"The sound of an electromechanical device designed to blow normal or hot air over damp hair, in order to dry the hair."
,,Toilet flush,,,,Смыв унитаза,False,"25,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,"{""Water"": ""0.33"", ""Fill (with liquid)"": ""0.33""}",{},The sound of a toilet flushing water along with any waste through a drainpipe.
,,Toothbrush,,,,Зубная щетка,False,"40,13,6,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0",,{},{},Sounds of an instrument used to clean the teeth and gums consisting of a head of tightly clustered bristles mounted on a handle.
,,,Electric toothbrush,,,Электрическая зубная щетка,False,"58,16,4,6,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0",,"{""Electric shaver, electric razor"": ""0.43""}",{},"The sound of a toothbrush that makes rapid, automatic bristle motions driven by an electric motor in order to clean teeth."
,,Vacuum cleaner,,,,Пылесос,False,"76,15,8,1,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0",,"{""Hair dryer"": ""0.35""}",{},"The sound of a device that uses an air pump to create a partial vacuum to suck up dust and dirt, usually from floors and other surfaces such as upholstery and draperies."
,,Zipper (clothing),,,,Молния (одежда),False,"1562,343,104,38,18,9,8,1,2,1,1,0,0,0,0,0,0,0,0",,"{""Squish"": ""0.36""}",{},"The sound of a device consisting of two rows of small interlocking teeth for binding the edges of an opening of fabric or other flexible material, like on a garment or a bag."
,,Keys jangling,,,,Звон ключей,False,"239,57,16,5,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0",,"{""Power windows, electric windows"": ""0.37""}",{},"Sounds made by the mutual collision of small pieces of metal, which are often linked on a ring, used to operate locks."
,,Coin (dropping),,,,Монета (падение),False,"223,48,15,10,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0",,{},{},"The sound of a small, flat, round piece of hard material such as metal or plastic colliding with or bouncing on a hard surface."
,,Scissors,,,,Ножницы,False,"411,95,53,14,7,2,1,1,0,0,0,0,0,0,0,0,0,0,0",,"{""Shuffling cards"": ""0.34"", ""Inside, small room"": ""0.33""}",{},The sound of hand-operated shearing tools consisting of a pair of metal blades pivoted so that the sharpened edges slide against each other when the handles opposite to the pivot are closed.
,,"Electric shaver, electric razor",,,,"Электробритва, электробритва",False,"109,32,13,9,7,7,3,3,5,0,2,1,0,0,0,0,0,0,0",,"{""Electric toothbrush"": ""0.43"", ""Buzz"": ""0.41""}",{},The sound of a bladed tool primarily used in the removal of unwanted body hair where the blades are continually moved by an electric motor.
,,Shuffling cards,,,,Перетасовка карт,False,"1014,246,84,49,25,10,3,0,0,1,1,0,0,0,1,0,0,0,0",,"{""Scissors"": ""0.34""}",{},The sound of playing cards being manually rearranged into a random order.
,,Typing,,,,Печатание,False,"848,309,143,95,57,41,30,14,26,14,13,10,9,0,3,0,0,0,0",,{},{},"The sound of writing or inputting text by pressing keys on a typewriter, computer keyboard, cell phone, or calculator."
,,,Typewriter,,,Пишущая машинка,False,"106,27,6,7,0,2,3,2,1,0,0,0,0,0,0,0,0,0,0",,{},{},Sounds of a mechanical or electromechanical machine for printing characters by means of keyboard-operated types striking a ribbon to transfer ink or carbon impressions onto paper.
,,,Computer keyboard,,,Клавиатура компьютера,False,"945,309,168,92,68,39,31,12,17,19,9,13,5,5,1,1,0,0,0",,{},{},Sounds created by a typewriter-style device which uses an arrangement of buttons or keys controlling switches to enter text or other information into a computer or other electronic device.
,,Writing,,,,Письмо,False,"2217,544,197,102,59,37,26,15,17,5,3,5,2,1,2,1,0,0,0",,"{""Inside, small room"": ""0.42""}",{},"The sound of inscribing signs and symbols, most often by using a purpose-made hand-held device, such as a pen or pencil, directly upon paper or similar media."
,Alarm,,,,,Будильник,False,"12,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,"{""Beep, bleep"": ""0.33""}",{},The sound of an automatic signal warning of danger.
,,Bicycle bell,,,,Велосипедный колокол,False,"356,80,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0","""Sounds of things/Bell/Bicycle bell"" and ""Music/Musical instrument/Bell/Bicycle bell"" and ""Sounds of things/Vehicle/Non-motorized land vehicle/Bicycle/Bicycle bell""",{},{},The sound of a percussive signaling instrument mounted on a bicycle for warning pedestrians and other cyclists.
,,"Vehicle horn, car horn, honking",,,,"Автомобильный гудок, автомобильный гудок, гудение",False,"11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","""Sounds of things/Vehicle/Motor vehicle (road)/Car/Vehicle horn, car horn, honking""","{""Air horn, truck horn"": ""0.53""}",{},The sound of a motor vehicle accessory whose purpose is to provide an audible alert of the vehicle's presence.
,,,Toot,,,Гудок,False,"25,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0","""Sounds of things/Vehicle/Motor vehicle (road)/Car/Vehicle horn, car horn, honking/Toot""","{""Air horn, truck horn"": ""0.33"", ""Traffic noise, roadway noise"": ""0.31""}",{},A blast of a horn.
,,Car alarm,,,,Автомобильная сигнализация,False,"27,5,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0","""Sounds of things/Vehicle/Motor vehicle (road)/Car/Car alarm""",{},{},The loud sound of an electronic device installed in a vehicle in an attempt to discourage theft of the vehicle or its contents.
,,"Air horn, truck horn",,,,"Пневматический гудок, гудок грузовика",False,"8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","""Sounds of things/Vehicle/Motor vehicle (road)/Truck/Air horn, truck horn""","{""Vehicle horn, car horn, honking"": ""0.53"", ""Toot"": ""0.33""}",{},The sound of a pneumatic device mounted on large vehicles designed to create an extremely loud noise for signalling purposes.
,,Doorbell,,,,Дверной звонок,False,"58,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","""Sounds of things/Domestic sounds, home sounds/Door/Doorbell""",{},{},The sound of a signaling device typically placed near a building's entrance with which a visitor can announce their presence to occupants.
,,,Ding-dong,,,Динь-дон,False,"205,21,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0","""Sounds of things/Domestic sounds, home sounds/Door/Doorbell/Ding-dong""","{""Glockenspiel"": ""0.59"", ""Jingle, tinkle"": ""0.56"", ""Mallet percussion"": ""0.55"", ""Marimba, xylophone"": ""0.51"", ""Ding"": ""0.41""}",{},A multi-tone chime made by a doorbell.
,,Telephone,,,,Телефон,False,"221,55,15,17,5,1,3,2,0,1,0,0,0,0,0,0,0,0,0",,"{""Radio"": ""0.44""}",{},"The sound of a telecommunications device that permits two or more users to conduct a conversation when they are too far apart to be heard directly.  This class covers sounds associated with the device itself, not voice that has been carried via the telephone network."
,,,Telephone bell ringing,,,Звонок телефона,False,"81,15,6,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0",,"{""Ringtone"": ""0.33""}",{},The sound of a physical or synthesized electric bell ringing to signal an incoming telephone call.
,,,Ringtone,,,Мелодия звонка,False,"83,26,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,"{""Telephone bell ringing"": ""0.33""}",{},The synthesized or pre-recorded sounds made by contemporary electronic telephones to indicate an incoming call or text message.
,,,"Telephone dialing, DTMF",,,"Набор номера телефона, DTMF",False,"119,15,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,{},{},The sound of a telephony signaling system where short combinations of tones within the frequency range of human speech are used to transmit individual digits.
,,,Dial tone,,,Гудок,False,"15,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,"{""Busy signal"": ""0.40""}",{},The sound of a signal that a telephone exchange or other switching equipment sends to a telephone to confirm that it is ready to initiate a connection.
,,,Busy signal,,,Сигнал «занято»,False,"24,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0",,"{""Dial tone"": ""0.40""}",{},"A sound (usually a simple repeating tone) played over a telephone line to indicate that the requested connection could not be completed, for instance because the remote party is already engaged in a different call."
,,Alarm clock,,,,Будильник,False,"30,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,{},{},Sounds made by a clock that is designed to make an audible signal at a specific time. The primary use of alarm clocks is to awaken people from their night's sleep.
,,Siren,,,,Сирена,False,"106,27,17,17,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0",,"{""Emergency vehicle"": ""0.91""}",{},The sound of a loud noise-making device used to provide warnings to people nearby. A siren typically consists of a single pitch that changes either smoothly or abruptly on timescales around one second.
,,,Police car (siren),,,Полицейская машина (сирена),False,"69,37,16,12,5,1,1,1,0,2,0,0,0,0,0,0,0,0,0","""Sounds of things/Vehicle/Motor vehicle (road)/Emergency vehicle/Police car (siren)""","{""Emergency vehicle"": ""0.90"", ""Fire engine, fire truck (siren)"": ""0.75"", ""Ambulance (siren)"": ""0.66""}",{},The sound of a siren fitted to a ground vehicle used by police when responding to incidents.
,,,Ambulance (siren),,,Скорая помощь (сирена),False,"58,6,8,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0","""Sounds of things/Vehicle/Motor vehicle (road)/Emergency vehicle/Ambulance (siren)""","{""Emergency vehicle"": ""0.87"", ""Fire engine, fire truck (siren)"": ""0.74"", ""Police car (siren)"": ""0.66""}",{},The sound of a siren fitted to a vehicle used to transport sick or injured people to a hospital or other medical facility.
,,,"Fire engine, fire truck (siren)",,,"Пожарная машина, пожарная машина (сирена)",False,"18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","""Sounds of things/Vehicle/Motor vehicle (road)/Emergency vehicle/Fire engine, fire truck (siren)""","{""Emergency vehicle"": ""0.90"", ""Police car (siren)"": ""0.75"", ""Ambulance (siren)"": ""0.74""}",{},The sound of a siren fitted to a vehicle used to transport firefighters and their equipment to an emergency situation.
